"Step","fine tune random_0_1e-05 - average_loss","fine tune random_0_1e-05 - average_loss__MIN","fine tune random_0_1e-05 - average_loss__MAX"
"259","0.4190619719337326","0.4190619719337326","0.4190619719337326"
"525","0.41873063014398487","0.41873063014398487","0.41873063014398487"
"786","0.4093751623560834","0.4093751623560834","0.4093751623560834"
"1044","0.4011369637863816","0.4011369637863816","0.4011369637863816"
"1302","0.41710190826106347","0.41710190826106347","0.41710190826106347"
"1564","0.397625864538096","0.397625864538096","0.397625864538096"
"1827","0.4149773938360771","0.4149773938360771","0.4149773938360771"
"2089","0.42361327668384713","0.42361327668384713","0.42361327668384713"
"2351","0.42215162032383374","0.42215162032383374","0.42215162032383374"
"2617","0.4275335122118563","0.4275335122118563","0.4275335122118563"
"2882","0.4109117094166176","0.4109117094166176","0.4109117094166176"
"3146","0.4060929199128595","0.4060929199128595","0.4060929199128595"
"3412","0.408599214138169","0.408599214138169","0.408599214138169"
"3679","0.40419287352006505","0.40419287352006505","0.40419287352006505"
"3941","0.41214462897726084","0.41214462897726084","0.41214462897726084"
"4203","0.42092994400790257","0.42092994400790257","0.42092994400790257"
"4461","0.40519639682517244","0.40519639682517244","0.40519639682517244"
"4725","0.41923998643661725","0.41923998643661725","0.41923998643661725"
"4987","0.41097383431695445","0.41097383431695445","0.41097383431695445"
"5245","0.39522345159919214","0.39522345159919214","0.39522345159919214"
"5503","0.40823829090974567","0.40823829090974567","0.40823829090974567"
"5765","0.4256989084962256","0.4256989084962256","0.4256989084962256"
"6025","0.3906394781523477","0.3906394781523477","0.3906394781523477"
"6290","0.3944547876481079","0.3944547876481079","0.3944547876481079"
"6552","0.3966911914850733","0.3966911914850733","0.3966911914850733"
"6813","0.38935294439659823","0.38935294439659823","0.38935294439659823"
"7076","0.39990808913279396","0.39990808913279396","0.39990808913279396"
"7338","0.4046791434498639","0.4046791434498639","0.4046791434498639"
"7596","0.39245368139260955","0.39245368139260955","0.39245368139260955"
"7859","0.3870372982467261","0.3870372982467261","0.3870372982467261"
"8123","0.39541770519596653","0.39541770519596653","0.39541770519596653"
"8383","0.3945110973311972","0.3945110973311972","0.3945110973311972"
"8645","0.39775369202415634","0.39775369202415634","0.39775369202415634"
"8903","0.39285394897630727","0.39285394897630727","0.39285394897630727"
"9166","0.4314190769362699","0.4314190769362699","0.4314190769362699"
"9426","0.39751314877172594","0.39751314877172594","0.39751314877172594"
"9687","0.4128647808849069","0.4128647808849069","0.4128647808849069"
"9950","0.3964254811928906","0.3964254811928906","0.3964254811928906"
"10213","0.40398286955958973","0.40398286955958973","0.40398286955958973"
"10479","0.39488250572689587","0.39488250572689587","0.39488250572689587"
"10748","0.39119339230111083","0.39119339230111083","0.39119339230111083"
"11011","0.38752388974957397","0.38752388974957397","0.38752388974957397"
"11275","0.3967942708712247","0.3967942708712247","0.3967942708712247"
"11538","0.3982689668432648","0.3982689668432648","0.3982689668432648"
"11798","0.3926681590216316","0.3926681590216316","0.3926681590216316"
"12064","0.4287458007234046","0.4287458007234046","0.4287458007234046"
"12326","0.4069344503205191","0.4069344503205191","0.4069344503205191"
"12586","0.3891571186615553","0.3891571186615553","0.3891571186615553"
"12847","0.39526255187937337","0.39526255187937337","0.39526255187937337"
"13106","0.3788757941662046","0.3788757941662046","0.3788757941662046"
"13366","0.4156235797461984","0.4156235797461984","0.4156235797461984"
"13626","0.3920160523560347","0.3920160523560347","0.3920160523560347"
"13888","0.3880440126789229","0.3880440126789229","0.3880440126789229"
"14149","0.3817091192003026","0.3817091192003026","0.3817091192003026"
"14415","0.3856776153326955","0.3856776153326955","0.3856776153326955"
"14675","0.37967194295263407","0.37967194295263407","0.37967194295263407"
"14931","0.38170169880225446","0.38170169880225446","0.38170169880225446"
"15189","0.38186793349317155","0.38186793349317155","0.38186793349317155"
"15456","0.41042607472374826","0.41042607472374826","0.41042607472374826"
"15716","0.3897174534014778","0.3897174534014778","0.3897174534014778"
"15979","0.3888538043547289","0.3888538043547289","0.3888538043547289"
"16239","0.395619774439689","0.395619774439689","0.395619774439689"
"16500","0.4019332036119619","0.4019332036119619","0.4019332036119619"
"16762","0.38288955094077504","0.38288955094077504","0.38288955094077504"
"17026","0.42186060553616495","0.42186060553616495","0.42186060553616495"
"17290","0.38684746514457885","0.38684746514457885","0.38684746514457885"
"17550","0.39043054428581375","0.39043054428581375","0.39043054428581375"
"17812","0.3946895731114498","0.3946895731114498","0.3946895731114498"
"18077","0.38264451262633276","0.38264451262633276","0.38264451262633276"
"18340","0.39594614604370726","0.39594614604370726","0.39594614604370726"
"18601","0.39775656015339816","0.39775656015339816","0.39775656015339816"
"18860","0.39180075296182904","0.39180075296182904","0.39180075296182904"
"19127","0.39319672840076303","0.39319672840076303","0.39319672840076303"
"19384","0.3803929626619404","0.3803929626619404","0.3803929626619404"
"19645","0.3867462536827377","0.3867462536827377","0.3867462536827377"
"19905","0.3918109933438245","0.3918109933438245","0.3918109933438245"
"20163","0.3757696434264089","0.3757696434264089","0.3757696434264089"
"20425","0.3812291907374977","0.3812291907374977","0.3812291907374977"
"20686","0.3977279981346836","0.3977279981346836","0.3977279981346836"
"20940","0.3711899727301037","0.3711899727301037","0.3711899727301037"
"21208","0.3919827859808036","0.3919827859808036","0.3919827859808036"
"21469","0.39158904419773216","0.39158904419773216","0.39158904419773216"
"21731","0.3913591003943181","0.3913591003943181","0.3913591003943181"
"21991","0.37823038547216903","0.37823038547216903","0.37823038547216903"
"22249","0.38067278902983903","0.38067278902983903","0.38067278902983903"
"22512","0.3891662866065267","0.3891662866065267","0.3891662866065267"
"22771","0.39607470345706425","0.39607470345706425","0.39607470345706425"
"23033","0.3878862900592279","0.3878862900592279","0.3878862900592279"
"23292","0.387390048887181","0.387390048887181","0.387390048887181"
"23553","0.3766486991733625","0.3766486991733625","0.3766486991733625"
"23818","0.38760471078984543","0.38760471078984543","0.38760471078984543"
"24079","0.3924435885261816","0.3924435885261816","0.3924435885261816"
"24339","0.37784082462916946","0.37784082462916946","0.37784082462916946"
"24600","0.38775850146678315","0.38775850146678315","0.38775850146678315"
"24862","0.4019047362142032","0.4019047362142032","0.4019047362142032"
"25123","0.3920005712513035","0.3920005712513035","0.3920005712513035"
"25383","0.38058165439460867","0.38058165439460867","0.38058165439460867"
"25642","0.3877943234209222","0.3877943234209222","0.3877943234209222"
"25902","0.385758209092771","0.385758209092771","0.385758209092771"
"26167","0.4066997804911807","0.4066997804911807","0.4066997804911807"
"26431","0.403869421631057","0.403869421631057","0.403869421631057"
"26690","0.39082344019815746","0.39082344019815746","0.39082344019815746"
"26950","0.3896265672875173","0.3896265672875173","0.3896265672875173"
"27210","0.38101089274264077","0.38101089274264077","0.38101089274264077"
"27471","0.3888135289563996","0.3888135289563996","0.3888135289563996"
"27732","0.39190980492744476","0.39190980492744476","0.39190980492744476"
"27994","0.3993453798369532","0.3993453798369532","0.3993453798369532"
"28255","0.388283755017164","0.388283755017164","0.388283755017164"
"28517","0.392915715638749","0.392915715638749","0.392915715638749"
"28780","0.3938349446127087","0.3938349446127087","0.3938349446127087"
"29043","0.3840332683383057","0.3840332683383057","0.3840332683383057"
"29304","0.375831009987091","0.375831009987091","0.375831009987091"
"29563","0.3899805858724953","0.3899805858724953","0.3899805858724953"
"29823","0.4009116347615798","0.4009116347615798","0.4009116347615798"
"30080","0.37792489170166754","0.37792489170166754","0.37792489170166754"
"30342","0.3719447565075936","0.3719447565075936","0.3719447565075936"
"30602","0.37517079822595156","0.37517079822595156","0.37517079822595156"
"30865","0.38901675875038816","0.38901675875038816","0.38901675875038816"
"31129","0.38026584966296056","0.38026584966296056","0.38026584966296056"
"31392","0.38906848945352424","0.38906848945352424","0.38906848945352424"
"31658","0.40480726615516394","0.40480726615516394","0.40480726615516394"
"31919","0.3887224410901774","0.3887224410901774","0.3887224410901774"
"32181","0.388089311223097","0.388089311223097","0.388089311223097"
"32444","0.40837606118469866","0.40837606118469866","0.40837606118469866"
"32705","0.39999450380586016","0.39999450380586016","0.39999450380586016"
"32964","0.3854294338020632","0.3854294338020632","0.3854294338020632"
"33228","0.39066323856291246","0.39066323856291246","0.39066323856291246"
"33491","0.39375727014468287","0.39375727014468287","0.39375727014468287"
"33754","0.3906604004589468","0.3906604004589468","0.3906604004589468"
"34014","0.38026271277517865","0.38026271277517865","0.38026271277517865"
"34279","0.38151392385848204","0.38151392385848204","0.38151392385848204"
"34542","0.394104864719982","0.394104864719982","0.394104864719982"
"34804","0.37256119568800466","0.37256119568800466","0.37256119568800466"
"35063","0.3770206459545778","0.3770206459545778","0.3770206459545778"
"35324","0.3794551036183045","0.3794551036183045","0.3794551036183045"
"35584","0.3855210865455924","0.3855210865455924","0.3855210865455924"
"35848","0.37427955029656035","0.37427955029656035","0.37427955029656035"
"36111","0.3721800018471241","0.3721800018471241","0.3721800018471241"
"36372","0.38503977137635337","0.38503977137635337","0.38503977137635337"
"36634","0.38272597256680674","0.38272597256680674","0.38272597256680674"
"36893","0.38241861580883485","0.38241861580883485","0.38241861580883485"
"37149","0.376985647775409","0.376985647775409","0.376985647775409"
"37408","0.40145599264633697","0.40145599264633697","0.40145599264633697"
"37669","0.3934671899365112","0.3934671899365112","0.3934671899365112"
"37932","0.386800342920863","0.386800342920863","0.386800342920863"
"38193","0.3843688844563351","0.3843688844563351","0.3843688844563351"
"38454","0.38625322317415284","0.38625322317415284","0.38625322317415284"
"38713","0.36907081738677994","0.36907081738677994","0.36907081738677994"
"38973","0.36871577187001886","0.36871577187001886","0.36871577187001886"
"39235","0.37702945861040293","0.37702945861040293","0.37702945861040293"
"39495","0.3798229277570721","0.3798229277570721","0.3798229277570721"
"39757","0.3793448916632408","0.3793448916632408","0.3793448916632408"
"40020","0.37088692963287984","0.37088692963287984","0.37088692963287984"
"40284","0.40744986519881016","0.40744986519881016","0.40744986519881016"
"40544","0.3908253772971167","0.3908253772971167","0.3908253772971167"
"40802","0.3722588306054708","0.3722588306054708","0.3722588306054708"
"41061","0.38637712630868637","0.38637712630868637","0.38637712630868637"
"41321","0.42081412533298135","0.42081412533298135","0.42081412533298135"
"41582","0.39928152083324897","0.39928152083324897","0.39928152083324897"
"41846","0.3777871354270948","0.3777871354270948","0.3777871354270948"
"42105","0.38323850240277385","0.38323850240277385","0.38323850240277385"
"42364","0.38735968174619806","0.38735968174619806","0.38735968174619806"
"42626","0.3780817871928307","0.3780817871928307","0.3780817871928307"
"42886","0.37945334582578777","0.37945334582578777","0.37945334582578777"
"43149","0.3732441294322813","0.3732441294322813","0.3732441294322813"
"43410","0.37941498770978244","0.37941498770978244","0.37941498770978244"
"43675","0.38579212656329775","0.38579212656329775","0.38579212656329775"
"43936","0.3862741127299104","0.3862741127299104","0.3862741127299104"
"44197","0.38424279232763514","0.38424279232763514","0.38424279232763514"
"44463","0.38027973179008046","0.38027973179008046","0.38027973179008046"
"44724","0.3779152595881367","0.3779152595881367","0.3779152595881367"
"44985","0.37014127508429634","0.37014127508429634","0.37014127508429634"
"45249","0.38205590214861196","0.38205590214861196","0.38205590214861196"
"45508","0.39531840779953437","0.39531840779953437","0.39531840779953437"
"45768","0.37602714915466584","0.37602714915466584","0.37602714915466584"
"46027","0.38106381214527724","0.38106381214527724","0.38106381214527724"
"46286","0.38725339290466004","0.38725339290466004","0.38725339290466004"
"46546","0.3659614639387662","0.3659614639387662","0.3659614639387662"
"46804","0.37252248615009526","0.37252248615009526","0.37252248615009526"
"47068","0.4058041510523832","0.4058041510523832","0.4058041510523832"
"47329","0.3939430812473288","0.3939430812473288","0.3939430812473288"
"47589","0.37892995964651244","0.37892995964651244","0.37892995964651244"
"47845","0.37437711406118457","0.37437711406118457","0.37437711406118457"
"48107","0.3958428692963809","0.3958428692963809","0.3958428692963809"
"48366","0.3842834666071233","0.3842834666071233","0.3842834666071233"
"48632","0.37812972144850465","0.37812972144850465","0.37812972144850465"
"48894","0.37005167651180026","0.37005167651180026","0.37005167651180026"
"49155","0.3833207311394118","0.3833207311394118","0.3833207311394118"
"49417","0.38864384415518055","0.38864384415518055","0.38864384415518055"
"49678","0.3856931864011682","0.3856931864011682","0.3856931864011682"
"49938","0.40904547428127846","0.40904547428127846","0.40904547428127846"
"50201","0.37256349988769355","0.37256349988769355","0.37256349988769355"
"50465","0.3882267259241935","0.3882267259241935","0.3882267259241935"
"50729","0.38300080387368024","0.38300080387368024","0.38300080387368024"
"50995","0.4029762173937315","0.4029762173937315","0.4029762173937315"
"51259","0.3779707052032763","0.3779707052032763","0.3779707052032763"
"51521","0.38422564176472884","0.38422564176472884","0.38422564176472884"
"51782","0.40994100264994743","0.40994100264994743","0.40994100264994743"
"52048","0.3810912473315983","0.3810912473315983","0.3810912473315983"
"52315","0.3826496894020238","0.3826496894020238","0.3826496894020238"
"52574","0.3726547541546343","0.3726547541546343","0.3726547541546343"
"52839","0.3779431731586969","0.3779431731586969","0.3779431731586969"
"53100","0.39128704875747994","0.39128704875747994","0.39128704875747994"
"53360","0.3763940241944623","0.3763940241944623","0.3763940241944623"
"53617","0.3766095559302241","0.3766095559302241","0.3766095559302241"
"53877","0.3811203532193674","0.3811203532193674","0.3811203532193674"
"54140","0.37001289493571266","0.37001289493571266","0.37001289493571266"
"54404","0.3843218452109349","0.3843218452109349","0.3843218452109349"
"54661","0.37403771822685555","0.37403771822685555","0.37403771822685555"
"54919","0.36604671858993515","0.36604671858993515","0.36604671858993515"
"55180","0.3744865077109069","0.3744865077109069","0.3744865077109069"
"55442","0.37609293155087437","0.37609293155087437","0.37609293155087437"
"55700","0.3652799858268386","0.3652799858268386","0.3652799858268386"
"55965","0.39753703765445575","0.39753703765445575","0.39753703765445575"
"56223","0.42345525423949404","0.42345525423949404","0.42345525423949404"
"56480","0.3753651905600696","0.3753651905600696","0.3753651905600696"
"56742","0.3845949801904632","0.3845949801904632","0.3845949801904632"
"57000","0.3841022727159165","0.3841022727159165","0.3841022727159165"
"57261","0.3814620491399535","0.3814620491399535","0.3814620491399535"
"57526","0.39002812045623786","0.39002812045623786","0.39002812045623786"
"57786","0.3694507615177295","0.3694507615177295","0.3694507615177295"
"58051","0.37438123826663133","0.37438123826663133","0.37438123826663133"
"58313","0.3940512028404819","0.3940512028404819","0.3940512028404819"
"58575","0.3852564775257839","0.3852564775257839","0.3852564775257839"
"58838","0.37174102725904734","0.37174102725904734","0.37174102725904734"
"59097","0.37328200985383403","0.37328200985383403","0.37328200985383403"
"59359","0.3746991032105253","0.3746991032105253","0.3746991032105253"
"59617","0.3654651506449815","0.3654651506449815","0.3654651506449815"
"59876","0.3811269117103411","0.3811269117103411","0.3811269117103411"
"60140","0.37661417936042163","0.37661417936042163","0.37661417936042163"
"60399","0.3667069015168548","0.3667069015168548","0.3667069015168548"
"60659","0.40885667112648083","0.40885667112648083","0.40885667112648083"
"60921","0.3763142954631309","0.3763142954631309","0.3763142954631309"
"61186","0.38521947176948174","0.38521947176948174","0.38521947176948174"
"61447","0.38620893711980675","0.38620893711980675","0.38620893711980675"
"61707","0.3755355297825995","0.3755355297825995","0.3755355297825995"
"61970","0.37748838418991726","0.37748838418991726","0.37748838418991726"
"62229","0.38390069289359263","0.38390069289359263","0.38390069289359263"
"62497","0.3771310260482379","0.3771310260482379","0.3771310260482379"
"62758","0.3581403298619594","0.3581403298619594","0.3581403298619594"
"63016","0.3726465414421618","0.3726465414421618","0.3726465414421618"
"63277","0.38630135071735366","0.38630135071735366","0.38630135071735366"
"63539","0.3640999520462433","0.3640999520462433","0.3640999520462433"
"63802","0.3803990692943085","0.3803990692943085","0.3803990692943085"
"64066","0.39952270222770253","0.39952270222770253","0.39952270222770253"
"64330","0.3702523521584445","0.3702523521584445","0.3702523521584445"
"64588","0.3701177890635409","0.3701177890635409","0.3701177890635409"
"64854","0.37222176775444804","0.37222176775444804","0.37222176775444804"
"65110","0.39301732398003636","0.39301732398003636","0.39301732398003636"
"65369","0.36815295707776974","0.36815295707776974","0.36815295707776974"
"65632","0.3817480618783645","0.3817480618783645","0.3817480618783645"
"65895","0.3991412108542219","0.3991412108542219","0.3991412108542219"
"66151","0.38669097121029744","0.38669097121029744","0.38669097121029744"
"66409","0.38680745551361306","0.38680745551361306","0.38680745551361306"
"66669","0.36517563897986505","0.36517563897986505","0.36517563897986505"
"66931","0.37105543916877926","0.37105543916877926","0.37105543916877926"
"67190","0.3860838780994973","0.3860838780994973","0.3860838780994973"
"67453","0.3712263319736661","0.3712263319736661","0.3712263319736661"
"67718","0.3784071378177032","0.3784071378177032","0.3784071378177032"
"67977","0.4001433366181915","0.4001433366181915","0.4001433366181915"
"68237","0.369796809041098","0.369796809041098","0.369796809041098"
"68504","0.38399087926359754","0.38399087926359754","0.38399087926359754"
"68764","0.37704133045100696","0.37704133045100696","0.37704133045100696"
"69024","0.3680904007303447","0.3680904007303447","0.3680904007303447"
"69282","0.36554965157575464","0.36554965157575464","0.36554965157575464"
"69542","0.37223713898470473","0.37223713898470473","0.37223713898470473"
"69807","0.38525124337965677","0.38525124337965677","0.38525124337965677"
"70069","0.37571470849117855","0.37571470849117855","0.37571470849117855"
"70334","0.38617315126317714","0.38617315126317714","0.38617315126317714"
"70595","0.37467324390583495","0.37467324390583495","0.37467324390583495"
"70857","0.3753504523746732","0.3753504523746732","0.3753504523746732"
"71116","0.3626920044536241","0.3626920044536241","0.3626920044536241"
"71376","0.3982193298813828","0.3982193298813828","0.3982193298813828"
"71632","0.36310879235555665","0.36310879235555665","0.36310879235555665"
"71897","0.3730875011662972","0.3730875011662972","0.3730875011662972"
"72159","0.38405885398903333","0.38405885398903333","0.38405885398903333"
"72424","0.3846744886120581","0.3846744886120581","0.3846744886120581"
"72685","0.36523616901062605","0.36523616901062605","0.36523616901062605"
"72948","0.38358241385400044","0.38358241385400044","0.38358241385400044"
"73213","0.3752380404049759","0.3752380404049759","0.3752380404049759"
"73471","0.38254231421316026","0.38254231421316026","0.38254231421316026"
"73733","0.3981468159900592","0.3981468159900592","0.3981468159900592"
"73996","0.37186816511337273","0.37186816511337273","0.37186816511337273"
"74260","0.37054920714449097","0.37054920714449097","0.37054920714449097"
"74517","0.37590151867694116","0.37590151867694116","0.37590151867694116"
"74778","0.3836844483581958","0.3836844483581958","0.3836844483581958"
"75036","0.37489026003861387","0.37489026003861387","0.37489026003861387"
"75298","0.37715625691146304","0.37715625691146304","0.37715625691146304"
"75558","0.37232211396877496","0.37232211396877496","0.37232211396877496"
"75823","0.366134871651549","0.366134871651549","0.366134871651549"
"76084","0.3706172745103031","0.3706172745103031","0.3706172745103031"
"76348","0.36948056471021107","0.36948056471021107","0.36948056471021107"
"76606","0.3605631801416166","0.3605631801416166","0.3605631801416166"
"76864","0.3693054485430909","0.3693054485430909","0.3693054485430909"
"77127","0.3625588564543247","0.3625588564543247","0.3625588564543247"
"77389","0.37935838954653345","0.37935838954653345","0.37935838954653345"
"77648","0.36765627633748693","0.36765627633748693","0.36765627633748693"
"77912","0.38410094443572473","0.38410094443572473","0.38410094443572473"
"78176","0.37746777231581236","0.37746777231581236","0.37746777231581236"
"78437","0.3617366068658309","0.3617366068658309","0.3617366068658309"
"78697","0.3686665804558038","0.3686665804558038","0.3686665804558038"
"78959","0.38925176402004913","0.38925176402004913","0.38925176402004913"
"79222","0.37947794221768616","0.37947794221768616","0.37947794221768616"
"79483","0.3652480692407787","0.3652480692407787","0.3652480692407787"
"79746","0.3924920190791174","0.3924920190791174","0.3924920190791174"
"80007","0.3814706020802707","0.3814706020802707","0.3814706020802707"
"80269","0.3699708098396734","0.3699708098396734","0.3699708098396734"
"80534","0.38805199865128776","0.38805199865128776","0.38805199865128776"
"80793","0.39017549751717423","0.39017549751717423","0.39017549751717423"
"81057","0.3702719324265524","0.3702719324265524","0.3702719324265524"
"81318","0.37293765209446383","0.37293765209446383","0.37293765209446383"
"81586","0.3795784916841404","0.3795784916841404","0.3795784916841404"
"81847","0.3658907277905294","0.3658907277905294","0.3658907277905294"
"82106","0.37825099914178","0.37825099914178","0.37825099914178"
"82367","0.3834216435969641","0.3834216435969641","0.3834216435969641"
"82631","0.40459260218013887","0.40459260218013887","0.40459260218013887"
"82894","0.3749581812499497","0.3749581812499497","0.3749581812499497"
"83156","0.3615682297697339","0.3615682297697339","0.3615682297697339"
"83418","0.35837193483522223","0.35837193483522223","0.35837193483522223"
"83679","0.3772988732821902","0.3772988732821902","0.3772988732821902"
"83932","0.36927217858722966","0.36927217858722966","0.36927217858722966"
"84192","0.37661337206721573","0.37661337206721573","0.37661337206721573"
"84453","0.3676965649424155","0.3676965649424155","0.3676965649424155"
"84714","0.37287940004218495","0.37287940004218495","0.37287940004218495"
"84978","0.36767718639281877","0.36767718639281877","0.36767718639281877"
"85236","0.36950880301020367","0.36950880301020367","0.36950880301020367"
"85497","0.36177125814786965","0.36177125814786965","0.36177125814786965"
"85758","0.3787564419819242","0.3787564419819242","0.3787564419819242"
"86021","0.36959327770620637","0.36959327770620637","0.36959327770620637"
"86285","0.3707225203503391","0.3707225203503391","0.3707225203503391"
"86545","0.3922040074846486","0.3922040074846486","0.3922040074846486"
"86804","0.3706569793387067","0.3706569793387067","0.3706569793387067"
"87064","0.3649503239235724","0.3649503239235724","0.3649503239235724"
"87326","0.35919140631504737","0.35919140631504737","0.35919140631504737"
"87587","0.38194711029937023","0.38194711029937023","0.38194711029937023"
